,model,listing_price,trim,reg_date,mileage,transmission,color,car_body,car_engine,car_page_url
4275,Jaguar XE,"£14,250",2L Portfolio d,Oct 2015,"54,280 miles",Automatic,Blue,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/49eeeef6-f5c5-5735-a3fd-0f64715c60be/
4276,Vauxhall Corsa,"£14,250",1.4L Griffin i,Aug 2019,"2,463 miles",Automatic,Red,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/8179f149-6051-5a24-93b5-7f023362205f/
4277,Nissan Qashqai,"£14,250",1.5L Acenta Premium dCi,Mar 2019,"34,486 miles",Manual,Grey,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/dfbfcfd3-2ce8-553f-8ef1-8807789bfc87/
4278,Ford Fiesta,"£14,250",1L Active Edition EcoBoost MHEV T,Nov 2020,"25,568 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/28edba4b-b4bc-544e-a0ec-54dd71129a0a/
4279,Kia Soul,"£14,250",1.6L 2 CRDi,Mar 2017,"10,748 miles",Automatic,Red,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/b3b07818-6e58-5188-bec6-123845e4112f/
4280,Audi A1,"£14,250",1L Sport TFSI,Sept 2017,"11,906 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/86951707-3b5f-5db7-9db8-fd7417c5a215/
4281,Kia Sportage,"£14,250",1.6L 2 GDi,Mar 2018,"37,098 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/cac05736-eeeb-550b-8b90-0d8ad31c190e/
4282,Hyundai TUCSON,"£14,250",1.6L SE Nav Blue Drive GDi,Mar 2018,"30,625 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/ef62b865-8187-5c16-9d7e-f499eb17e521/
4283,Mini Hatch,"£14,250",1.5L Cooper,Jul 2018,"12,649 miles",Manual,Chili Red,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/44ca2c6c-ce07-56e0-85f6-099014c8f21b/
4284,Fiat 124 Spider,"£14,250",1.4L Lusso MultiAir,Sept 2017,"27,903 miles",Manual,Passione Red,2 door Convertible,1.4L,https://www.cazoo.co.uk/car-details/faf28aaf-e41f-548b-bddd-c13b0123bee7/
4285,Nissan Qashqai,"£14,250",1.5L Acenta Premium dCi,Jan 2019,"17,336 miles",Manual,Blue,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/3a542628-ca26-5d2f-b047-63354e2634ad/
4286,Vauxhall Corsa,"£14,250",1.2L SRi Premium Turbo,Oct 2020,"13,104 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/aa01afbf-eec2-5798-a4e0-e87c42e43960/
4287,Mercedes-Benz A Class,"£14,250",1.5L SE A180d,Oct 2017,"32,995 miles",Manual,Grey,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/7c03cc7c-a503-5cea-aa8d-ad15f401cea3/
4288,Vauxhall Crossland X,"£14,250",1.2L Elite Nav Turbo,May 2019,"10,658 miles",Automatic,Grey,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/bc978c28-fa05-5680-8d3d-c6efc470fa48/
4289,Audi A1,"£14,250",1.6L Black Edition TDI,Jul 2018,"34,656 miles",Manual,Grey,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/d990a994-5871-5a76-a11c-953146912d3d/
4290,Mini Clubman,"£14,250",1.5L Cooper,Sept 2018,"24,614 miles",Manual,Emerald Grey Metallic,5 door Estate,1.5L,https://www.cazoo.co.uk/car-details/839f0268-3581-51ad-bea8-89eb6028d199/
4291,Ford EcoSport,"£14,250",1L ST-Line EcoBoost T,Apr 2019,"30,232 miles",Automatic,Red,5 door SUV,1L,https://www.cazoo.co.uk/car-details/0f6dbeb0-bcf1-512f-8df4-4d31ac94aa5b/
4292,Nissan X-Trail,"£14,250",1.6L Tekna dCi,Mar 2017,"36,563 miles",Manual,Orange,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/317cb786-73b2-53f6-b110-d6e4f123fc9e/
4293,BMW 3 Series,"£14,200",2L Sport 320i,Jun 2017,"50,652 miles",Manual,Mineral Grey,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/0e4c777d-579d-5126-b0d5-8a7d2467bb9a/
4294,Volvo S60,"£14,200",2L R-Design Lux Nav D4,Oct 2016,"52,791 miles",Automatic,Grey,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/bad08d13-6ca4-5003-936d-4fd549708374/
4295,Nissan Qashqai,"£14,200",1.5L Tekna dCi,Aug 2017,"36,273 miles",Manual,Black,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/b7855d9f-1516-5144-bf85-be6e16c888db/
4296,Hyundai TUCSON,"£14,200",1.6L SE Nav Blue Drive GDi,Mar 2018,"35,251 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/47ad0f2c-76fc-51c2-b560-e062a74539b7/
4297,Seat Leon,"£14,200",1.5L FR TSI EVO,Nov 2018,"25,085 miles",Manual,Grey,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/42f5d276-c92c-5842-85f5-33dabdaa8128/
4298,Hyundai TUCSON,"£14,200",1.6L SE Nav GDi,Sept 2018,"38,742 miles",Manual,Black,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/67de7a74-1675-5819-8102-8f7c6d01ff83/
4299,Vauxhall Grandland X,"£14,200",1.2L SE Turbo,Dec 2018,"7,378 miles",Manual,Black,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/79b425ee-197f-5c3d-8848-0c24c23d0490/
4300,Nissan Qashqai,"£14,200",1.3L Acenta Premium DIG-T,Feb 2019,"35,189 miles",Manual,Red,5 door SUV,1.3L,https://www.cazoo.co.uk/car-details/c429888f-cc29-5936-be30-b5e27dd008b8/
4301,Mercedes-Benz A Class,"£14,200",1.6L SE A160,Dec 2017,"44,677 miles",Manual,Black,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/c0f68b58-b48c-5331-898b-f72481106e7a/
4302,BMW 2 Series,"£14,200",2L Sport 218d,Jun 2017,"26,072 miles",Manual,Mineral Grey,2 door Coupe,2L,https://www.cazoo.co.uk/car-details/21030ac7-aee9-5f4b-9f42-a72e7ddbadf0/
4303,Vauxhall Corsa,"£14,200",1.4L SE Nav ecoTEC i,Mar 2019,"2,697 miles",Automatic,Blue,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/42c06b0b-9187-5f79-9913-0196ffd49a29/
4304,DS DS 4 CROSSBACK,"£14,200",2L BlueHDi,Sept 2017,"19,121 miles",Automatic,Orange,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/797c49b4-0d2f-5939-b307-4c4bb52619e7/
4305,Volkswagen Scirocco,"£14,200",1.4L GT TSI,Jan 2018,"38,491 miles",Manual,Grey,3 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/eed50e64-c6a0-525c-91ee-10c1448ab709/
