model,listing_price,trim,mileage,transmission,color,car_body,car_engine,car_make,car_age
A Class,20000,1.5L SE A180d,23797,Automatic,White,5 door Hatchback,1.5L,Mercedes-Benz,3.0
CT 200h,20000,1.8L F Sport,21848,Automatic,White,5 door Hatchback,1.8L,Lexus,3.0
S5,20000,3L Black Edition TFSI V6,52607,Automatic,Grey,5 door Hatchback,3L,Audi,6.0
Leon,20000,1L FR TSI EVO,29,Manual,Grey,5 door Hatchback,1L,Seat,0.5
RAV4,20000,2.5L Business Edition Plus VVT-h,28431,Automatic,White,5 door SUV,2.5L,Toyota,5.0
S90,20000,2L R-Design D4,40780,Automatic,Grey,4 door Saloon,2L,Volvo,3.0
Golf,20000,1.5L Match Edition TSI EVO,13974,Manual,Blue,5 door Hatchback,1.5L,Volkswagen,2.0
C Class,20000,2L SE C220d,30577,Automatic,Blue,4 door Saloon,1.9L,Mercedes-Benz,3.0
Hatch,20000,1.5L Cooper Sport,17562,Manual,Grey,5 door Hatchback,1.5L,Mini,1.0
Optima,19950,1.6L GT-Line S CRDi,36190,Automatic,Black,5 door Estate,1.6L,Kia,3.0
Tiguan,19950,2L Match TDI,26701,Manual,Blue,5 door SUV,2L,Volkswagen,3.0
3008,19950,1.6L Allure PureTech,32595,Automatic,Red,5 door SUV,1.6L,Peugeot,3.0
XCeed,19950,1.4L First Edition T-GDi,6577,Manual,Other,5 door SUV,1.4L,Kia,2.0
Focus,19950,1L ST-Line X EcoBoost T,5381,Manual,Red,5 door Hatchback,1L,Ford,2.0
A5,19950,1.4L Sport TFSI,22861,Automatic,Black,5 door Hatchback,1.4L,Audi,4.0
Qashqai,19950,1.3L Tekna DIG-T,21612,Automatic,Other,5 door SUV,1.3L,Nissan,3.0
GLA Class,19950,1.6L AMG Line GLA200,34279,Manual,White,5 door SUV,1.6L,Mercedes-Benz,4.0
X1,19950,2L xLine 20i,31007,Automatic,White,5 door SUV,2L,BMW,4.0
Kuga,19950,1.5L ST-Line Edition EcoBoost T,13416,Automatic,White,5 door SUV,1.5L,Ford,3.0
Prius,19950,1.8L Active VVT-h,38516,Automatic,Blue,5 door Hatchback,1.8L,Toyota,4.0
A Class,19950,1.3L AMG Line A180,29277,Manual,White,5 door Hatchback,1.3L,Mercedes-Benz,3.0
Sharan,19950,2L SE Nav TDI,36669,Manual,Blue,5 door MPV,2L,Volkswagen,4.0
GLA Class,19950,1.6L Sport GLA200,23901,Automatic,Other,5 door SUV,1.6L,Mercedes-Benz,4.0
Focus,19900,2L Vignale EcoBlue,29201,Automatic,Other,5 door Estate,2L,Ford,3.0
Eclipse Cross,19900,1.5L 3 T,8527,Automatic,White,5 door SUV,1.5L,Mitsubishi,2.0
Sportage,19900,1.6L 4 T-GDi,23882,Manual,White,5 door SUV,1.6L,Kia,3.0
GLA Class,19900,2.1L AMG Line GLA200d,29403,Automatic,Grey,5 door SUV,2.1L,Mercedes-Benz,5.0
RAV4,19900,2.5L Business Edition Plus VVT-h,41558,Automatic,Red,5 door SUV,2.5L,Toyota,5.0
XE,19900,2L R-Sport d,28703,Automatic,White,4 door Saloon,2L,Jaguar,4.0
Focus,19900,1.5L Active EcoBoost T,7188,Manual,Grey,5 door Hatchback,1.5L,Ford,1.0
Hatch,19900,2L Cooper S Sport,26502,Automatic,Blue,5 door Hatchback,2L,Mini,3.0
Polo,19900,2L GTI+ TSI,19100,Automatic,Blue,5 door Hatchback,2L,Volkswagen,3.0
C-HR,19900,1.8L Icon VVT-h,22112,Automatic,Silver,5 door SUV,1.8L,Toyota,3.0
Sportage,19900,1.6L 2 GDi,4830,Manual,Silver,5 door SUV,1.6L,Kia,1.0
Tiguan,19900,2L SE TDI,39554,Automatic,Grey,5 door SUV,2L,Volkswagen,4.0
Golf,19900,1L Life TSI,5359,Manual,White,5 door Hatchback,1L,Volkswagen,1.0
Golf,19900,2L GTD TDI,31421,Manual,Black,5 door Hatchback,2L,Volkswagen,4.0
Q5,19900,2L S line Plus TDI,35483,Automatic,Silver,5 door SUV,2L,Audi,7.0
3008,19900,2L GT BlueHDi,32354,Automatic,Other,5 door SUV,2L,Peugeot,5.0
Niro,19900,1.6L 2 h GDi,11142,Automatic,Blue,5 door SUV,1.6L,Kia,3.0
TUCSON,19900,1.6L SE Nav MHEV CRDi,11750,Manual,Black,5 door SUV,1.6L,Hyundai,1.0
Renegade,19900,1.3L Limited GSE T4,16181,Automatic,Other,5 door SUV,1.3L,Jeep,1.0
3 Series,19900,2L M Sport 330e,31263,Automatic,Grey,4 door Saloon,2L,BMW,4.0
Q2,19900,1.5L Sport CoD TFSI,20566,Automatic,Orange,5 door SUV,1.5L,Audi,4.0
Golf,19900,2L GT Edition TDI,12948,Automatic,Grey,5 door Estate,2L,Volkswagen,2.0
Golf,19850,1.5L SE Nav TSI EVO,19555,Automatic,White,5 door Estate,1.5L,Volkswagen,3.0
IONIQ,19850,1.6L Premium SE h-GDi,28016,Automatic,Blue,5 door Hatchback,1.6L,Hyundai,3.0
3008,19850,1.6L Allure PureTech,35663,Automatic,White,5 door SUV,1.6L,Peugeot,3.0
Focus,19850,1L Active X EcoBoost T,13463,Manual,Blue,5 door Estate,1L,Ford,3.0
RAV4,19850,2.5L Icon VVT-h,53331,Automatic,Grey,5 door SUV,2.5L,Toyota,4.0
A Class,19850,1.5L AMG Line A180d,38884,Automatic,Black,5 door Hatchback,1.5L,Mercedes-Benz,4.0
Q3,19850,1.4L S line Edition CoD TFSI,23742,Manual,Grey,5 door SUV,1.4L,Audi,4.0
Sportage,19850,1.6L GT-Line T-GDi,35617,Automatic,Grey,5 door SUV,1.6L,Kia,3.0
X1,19850,2L xLine 20i,47375,Automatic,Orange,5 door SUV,2L,BMW,3.0
A4 Avant,19850,2L S line ultra TDI,20401,Manual,White,5 door Estate,2L,Audi,5.0
2 Series,19850,1.5L M Sport 218i,12267,Manual,White,2 door Coupe,1.5L,BMW,3.0
A1,19850,1L S line TFSI,12248,Manual,Red,5 door Hatchback,1L,Audi,2.0
Leaf,19850,Tekna,29611,Automatic,Black,5 door Hatchback,Electric,Nissan,4.0
Puma,19850,1L Titanium EcoBoost T,28142,Automatic,Black,5 door SUV,1L,Ford,1.0
Juke,19850,1L N-Connecta DIG-T,3053,Automatic,Silver,5 door SUV,1L,Nissan,1.0
Focus,19850,1.5L Active X EcoBlue,11497,Automatic,Blue,5 door Hatchback,1.5L,Ford,2.0
2 Series,19800,1.5L M Sport 218i,16897,Manual,Orange,2 door Coupe,1.5L,BMW,3.0
A Class,19800,1.5L SE A180d,16326,Automatic,White,5 door Hatchback,1.5L,Mercedes-Benz,3.0
T-Roc,19800,1L SE TSI,11455,Manual,Grey,5 door SUV,1L,Volkswagen,2.0
Focus,19800,1L ST-Line Edition EcoBoost MHEV T,9942,Manual,Black,5 door Hatchback,1L,Ford,1.0
Prius,19800,1.8L Active VVT-h,52257,Automatic,Black,5 door Hatchback,1.8L,Toyota,4.0
Golf,19800,2L GTD TDI,37538,Manual,Red,5 door Hatchback,2L,Volkswagen,4.0
Kuga,19800,1.5L ST-Line Edition EcoBoost T,9766,Manual,Other,5 door SUV,1.5L,Ford,3.0
Superb,19800,1.5L SE ACT TSI,9412,Manual,Blue,5 door Estate,1.5L,Skoda,3.0
Qashqai,19800,1.3L n-tec DIG-T,14995,Manual,Grey,5 door SUV,1.3L,Nissan,2.0
X1,19800,2L Sport 20d,33198,Automatic,Blue,5 door SUV,2L,BMW,4.0
V90,19800,2L Momentum D4,49822,Automatic,Blue,5 door Estate,2L,Volvo,4.0
i3,19800,0.6L ,7054,Automatic,Silver,4 door Hatchback,Electric,BMW,7.0
GLA Class,19800,2.1L AMG Line GLA220d,23263,Automatic,Black,5 door SUV,2.1L,Mercedes-Benz,5.0
5008,19800,1.2L Allure PureTech,55825,Manual,Grey,5 door SUV,1.2L,Peugeot,4.0
A3,19750,1.5L Sport CoD TFSI,15891,Automatic,Grey,5 door Hatchback,1.5L,Audi,3.0
Qashqai,19750,1.3L N-Connecta DIG-T,14563,Manual,White,5 door SUV,1.3L,Nissan,1.0
F-PACE,19750,2L Prestige d,94784,Automatic,Blue,5 door SUV,2L,Jaguar,4.0
CLA Class,19750,1.6L AMG Line Night Edition CLA200,68009,Manual,Grey,4 door Saloon,1.6L,Mercedes-Benz,3.0
5 Series,19750,2L M Sport 520d,25314,Automatic,White,5 door Estate,2L,BMW,6.0
Golf,19750,2L GTI BlueMotion Tech TSI,31528,Manual,White,5 door Hatchback,2L,Volkswagen,5.0
X1,19750,2L xLine 20i,38237,Automatic,White,5 door SUV,2L,BMW,4.0
X1,19750,2L Sport 20d,35495,Automatic,Blue,5 door SUV,2L,BMW,3.0
A Class,19750,1.3L Sport A200,18017,Automatic,Red,5 door Hatchback,1.3L,Mercedes-Benz,3.0
Golf,19750,2L R BlueMotion Tech TSI,35780,Manual,Grey,5 door Hatchback,2L,Volkswagen,5.0
C-HR,19750,1.8L Icon VVT-h,13441,Automatic,Black,5 door SUV,1.8L,Toyota,3.0
Tiguan,19700,2L SE Navigation TDI,21785,Manual,Black,5 door SUV,2L,Volkswagen,4.0
1 Series,19700,1.5L M Sport 118i,24035,Automatic,Grey,5 door Hatchback,1.5L,BMW,3.0
A1,19700,1L S line TFSI,38742,Automatic,Blue,5 door Hatchback,1L,Audi,3.0
Golf,19700,2L GTD TDI,54184,Automatic,Grey,5 door Hatchback,2L,Volkswagen,4.0
A7,19700,3L SE Executive TDI V6,50415,Automatic,White,5 door Hatchback,3L,Audi,5.0
Range Rover Evoque,19700,2L SE eD4,49834,Manual,Black,5 door SUV,2L,Land Rover,4.0
Q2,19700,1.6L Sport TDI,18555,Automatic,White,5 door SUV,1.6L,Audi,4.0
Q2,19700,1.6L Sport TDI,19095,Manual,Blue,5 door SUV,1.6L,Audi,2.0
Hatch,19700,2L John Cooper Works,17565,Automatic,Black,3 door Hatchback,2L,Mini,5.0
XE,19700,2L R-Sport d,20703,Automatic,Blue,4 door Saloon,2L,Jaguar,4.0
XCeed,19700,1.5L 3 T-GDi,9121,Manual,Grey,5 door SUV,1.5L,Kia,1.0
A Class,19700,1.3L SE A180,19108,Automatic,Silver,5 door Hatchback,1.3L,Mercedes-Benz,3.0
Sportage,19700,1.6L GT-Line T-GDi,31904,Automatic,White,5 door SUV,1.6L,Kia,3.0
3008,19700,2L GT BlueHDi,22836,Automatic,Grey,5 door SUV,2L,Peugeot,5.0
S90,19700,2L R-Design D4,30222,Automatic,Grey,4 door Saloon,2L,Volvo,4.0
Niro,19650,1.6L 3 GDi,40329,Automatic,White,5 door SUV,1.6L,Kia,4.0
A1,19650,1L S line TFSI,31486,Manual,Grey,5 door Hatchback,1L,Audi,3.0
A Class,19650,2.1L AMG Line A200d,44021,Automatic,Black,5 door Hatchback,2.1L,Mercedes-Benz,4.0
S90,19650,2L Momentum Pro D4,28492,Automatic,Silver,4 door Saloon,2L,Volvo,4.0
Sportage,19650,1.6L 2 GDi,9630,Manual,Grey,5 door SUV,1.6L,Kia,1.0
Zoe,19650,Play R110,15401,Automatic,White,5 door Hatchback,Electric,Renault,2.0
3 Series,19650,2L M Sport 330e,37189,Automatic,Grey,5 door Saloon,2L,BMW,4.0
Range Rover Evoque,19650,2L SE eD4,24886,Manual,Grey,5 door SUV,2L,Land Rover,5.0
Octavia,19650,2L SE L TDI,17095,Automatic,Grey,5 door Estate,2L,Skoda,2.0
Golf,19650,2L R BlueMotion Tech TSI,47640,Automatic,Red,5 door Hatchback,2L,Volkswagen,6.0
3008,19650,1.2L Allure PureTech,2979,Automatic,Other,5 door SUV,1.2L,Peugeot,4.0
Golf,19600,2L GTD TDI,43598,Manual,Black,5 door Hatchback,2L,Volkswagen,4.0
Countryman,19600,1.5L Cooper Classic,6446,Manual,Grey,5 door SUV,1.5L,Mini,3.0
A5,19600,1.4L Sport TFSI,27446,Automatic,Grey,2 door Coupe,1.4L,Audi,4.0
A5,19600,1.4L S line TFSI,41354,Automatic,Grey,2 door Coupe,1.4L,Audi,4.0
Q2,19600,1L Sport TFSI,17685,Manual,Black,5 door SUV,1L,Audi,2.0
X1,19600,2L Sport 18d,30652,Automatic,Grey,5 door SUV,2L,BMW,4.0
Q3,19600,1.4L S line Edition CoD TFSI,36779,Automatic,White,5 door SUV,1.4L,Audi,4.0
Sportage,19600,1.6L 2 MHEV CRDi,5760,Manual,Red,5 door SUV,1.6L,Kia,1.0
C Class,19550,2L Sport C350e,53588,Automatic,Blue,4 door Saloon,2L,Mercedes-Benz,5.0
XCeed,19550,1.4L 3 T-GDi,18496,Automatic,White,5 door SUV,1.4L,Kia,2.0
A Class,19550,1.5L Sport A180d,23846,Automatic,Grey,5 door Hatchback,1.5L,Mercedes-Benz,4.0
C-HR,19550,1.8L Icon VVT-h,19639,Automatic,Silver,5 door SUV,1.8L,Toyota,4.0
A5,19550,2L Sport TFSI,20766,Manual,Blue,2 door Coupe,2L,Audi,4.0
Range Rover Evoque,19550,2L SE Tech eD4,31399,Manual,Black,5 door SUV,2L,Land Rover,5.0
Captur,19550,1.3L Iconic TCe,10362,Automatic,Orange,5 door SUV,1.3L,Renault,1.0
Range Rover Evoque,19550,2L SE Tech eD4,31866,Manual,White,5 door SUV,2L,Land Rover,5.0
2 Series,19550,3L M240i,33897,Manual,White,2 door Coupe,3L,BMW,6.0
A5,19550,1.4L S line TFSI,36500,Automatic,Blue,2 door Coupe,1.4L,Audi,4.0
Outlander,19550,2L Juro h,26513,Automatic,Grey,5 door SUV,2L,Mitsubishi,5.0
Octavia,19550,1.5L SE Technology ACT TSI,15200,Manual,Silver,5 door Estate,1.5L,Skoda,2.0
5 Series,19500,3L M Sport 535d,45193,Automatic,Blue,4 door Saloon,3L,BMW,7.0
X1,19500,2L xLine 20d,15406,Manual,White,5 door SUV,2L,BMW,5.0
C-HR,19500,1.8L Excel VVT-h,42435,Automatic,Silver,5 door SUV,1.8L,Toyota,5.0
3 Series,19500,2L M Sport 330e,38257,Automatic,Blue,4 door Saloon,2L,BMW,5.0
Focus,19500,1.5L ST-Line X EcoBoost T,17616,Manual,Blue,5 door Hatchback,1.5L,Ford,3.0
A Class,19500,1.3L AMG Line A180,29180,Manual,Silver,5 door Hatchback,1.3L,Mercedes-Benz,3.0
1 Series,19500,1.5L M Sport Shadow Edition 118i,37332,Automatic,White,5 door Hatchback,1.5L,BMW,3.0
Range Rover Evoque,19500,2L SE Tech TD4,53251,Automatic,Grey,5 door SUV,2L,Land Rover,6.0
Q5,19500,2L S line Plus TDI,53958,Automatic,Grey,5 door SUV,2L,Audi,6.0
Tiguan,19500,2L Match TDI,24900,Manual,Grey,5 door SUV,2L,Volkswagen,3.0
X3,19500,2L M Sport 20d,52520,Automatic,Silver,5 door SUV,2L,BMW,6.0
Puma,19500,1L Titanium EcoBoost MHEV T,8644,Manual,Black,5 door SUV,1L,Ford,1.0
Outlander,19500,2L 4 MIVEC,33953,Automatic,White,5 door SUV,2L,Mitsubishi,3.0
Outlander,19500,2L Juro h,39819,Automatic,Other,5 door SUV,2L,Mitsubishi,4.0
2 Series,19500,2L M Sport 220d,24947,Automatic,White,2 door Coupe,2L,BMW,3.0
Sportage,19500,2L GT-Line EcoDynamics+ CRDi,19619,Manual,Red,5 door SUV,2L,Kia,3.0
2 Series,19450,1.5L Sport 218i,31088,Automatic,Blue,2 door Convertible,1.5L,BMW,5.0
Range Rover Evoque,19450,2L SE eD4,31728,Manual,Black,5 door SUV,2L,Land Rover,5.0
Leon,19450,1.5L FR Black Edition TSI EVO,18992,Automatic,Silver,5 door Hatchback,1.5L,Seat,2.0
Ceed,19450,1.4L First Edition T-GDi,8783,Automatic,Grey,4 door Hatchback,1.4L,Kia,3.0
124 Spider,19450,1.4L MultiAir,33703,Manual,Red,2 door Convertible,1.4L,Abarth,4.0
A4 Avant,19450,1.4L S line TFSI,37552,Automatic,Black,5 door Estate,1.4L,Audi,4.0
C Class,19450,2.1L AMG Line C250d,40326,Automatic,Silver,4 door Saloon,2.1L,Mercedes-Benz,7.0
A1,19450,1L S line TFSI,38187,Automatic,White,5 door Hatchback,1L,Audi,3.0
Golf,19450,2L R BlueMotion Tech TSI,57329,Automatic,Red,5 door Hatchback,2L,Volkswagen,7.0
3008,19450,1.6L Allure PureTech,17739,Automatic,Other,5 door SUV,1.6L,Peugeot,4.0
Range Rover Evoque,19450,2L SE TD4,39923,Automatic,Other,5 door SUV,2L,Land Rover,6.0
Golf,19450,2L GTD TDI,44230,Automatic,Grey,5 door Hatchback,2L,Volkswagen,4.0
A5,19450,1.4L S line TFSI,29564,Automatic,Grey,2 door Coupe,1.4L,Audi,4.0
3008,19450,1.5L Allure BlueHDi,9909,Manual,Grey,5 door SUV,1.5L,Peugeot,2.0
Puma,19450,1L Titanium EcoBoost T,21290,Automatic,White,5 door SUV,1L,Ford,1.0
A3,19400,1.5L S line CoD TFSI,43281,Automatic,White,5 door Hatchback,1.5L,Audi,4.0
4 Series Gran Coupe,19400,2L M Sport 420i,34585,Automatic,Blue,5 door Coupe,2L,BMW,4.0
C Class,19400,2L Sport C200,48465,Automatic,Blue,4 door Saloon,2L,Mercedes-Benz,4.0
Sportage,19400,1.6L GT-Line CRDi,31969,Automatic,Grey,5 door SUV,1.6L,Kia,3.0
Kuga,19400,2L ST-Line EcoBlue TDCi,27989,Automatic,Red,5 door SUV,2L,Ford,3.0
Polo,19400,2L GTI+ TSI,20312,Automatic,Red,5 door Hatchback,2L,Volkswagen,3.0
C Class,19400,2.1L Sport C220d,24999,Automatic,Grey,4 door Saloon,2.1L,Mercedes-Benz,5.0
A Class,19400,1.5L Sport A180d,29165,Automatic,Black,5 door Hatchback,1.5L,Mercedes-Benz,4.0
A1,19400,1.5L S line TFSI,17450,Manual,Black,5 door Hatchback,1.5L,Audi,3.0
3008,19400,1.5L GT Line BlueHDi,26168,Automatic,Blue,5 door SUV,1.5L,Peugeot,3.0
XC60,19400,2L SE Lux Nav D4,30203,Automatic,Grey,5 door SUV,2L,Volvo,5.0
Q3,19400,1.4L S line Edition CoD TFSI,23988,Manual,Blue,5 door SUV,1.4L,Audi,4.0
Golf,19400,2L R BlueMotion Tech TSI,48223,Automatic,White,5 door Hatchback,2L,Volkswagen,6.0
1 Series,19400,1.5L M Sport Shadow Edition 118i,16304,Automatic,Blue,5 door Hatchback,1.5L,BMW,5.0
Fiesta,19400,1L Titanium X EcoBoost MHEV T,2240,Automatic,Black,5 door Hatchback,1L,Ford,1.0
X1,19400,2L Sport 20d,22385,Automatic,Orange,5 door SUV,2L,BMW,4.0
3008,19350,1.2L GT Line PureTech,28245,Manual,Black,5 door SUV,1.2L,Peugeot,3.0
A Class,19350,1.3L Sport A180,41155,Automatic,White,5 door Hatchback,1.3L,Mercedes-Benz,3.0
1 Series,19350,1.5L M Sport 118i,15929,Automatic,White,5 door Hatchback,1.5L,BMW,3.0
Countryman,19350,2L Cooper S Exclusive,51633,Manual,Other,5 door SUV,2L,Mini,3.0
Puma,19350,1L Titanium EcoBoost MHEV T,17026,Manual,Grey,5 door SUV,1L,Ford,1.0
Grandland X,19350,1.2L Elite Nav Turbo,20489,Manual,Black,5 door SUV,1.2L,Vauxhall,1.0
XE,19350,2L R-Sport d,23381,Automatic,Black,4 door Saloon,2L,Jaguar,4.0
A Class,19350,1.3L SE A180,15806,Automatic,Red,5 door Hatchback,1.3L,Mercedes-Benz,3.0
GLA Class,19350,1.6L Urban Edition GLA180,43870,Automatic,Silver,5 door SUV,1.6L,Mercedes-Benz,4.0
B Class,19350,1.3L Sport B180,17181,Automatic,Grey,5 door MPV,1.3L,Mercedes-Benz,3.0
Focus,19350,1.5L ST-Line X EcoBlue,12037,Manual,Blue,5 door Hatchback,1.5L,Ford,2.0
Countryman,19350,1.5L Cooper Exclusive,27532,Manual,White,5 door SUV,1.5L,Mini,3.0
5008,19300,1.2L GT Line PureTech,69864,Manual,Grey,5 door MPV,1.2L,Peugeot,5.0
3008,19300,1.6L GT Line THP,26347,Automatic,White,5 door SUV,1.6L,Peugeot,5.0
A1,19300,1L S line TFSI,28073,Manual,White,5 door Hatchback,1L,Audi,3.0
A Class,19300,1.5L Sport A180d,33304,Automatic,Black,5 door Hatchback,1.5L,Mercedes-Benz,4.0
Convertible,19300,2L Cooper S Classic,11245,Manual,Grey,2 door Convertible,2L,Mini,3.0
A Class,19300,1.5L Sport A180d,33240,Automatic,Black,5 door Hatchback,1.5L,Mercedes-Benz,3.0
MG ZS,19300,1L Exclusive T-GDI,3011,Manual,Black,5 door SUV,1L,MG,1.0
Golf,19300,2L GTI TSI,38154,Manual,Black,5 door Hatchback,2L,Volkswagen,5.0
A Class,19300,1.3L SE A180,22198,Manual,Grey,5 door Hatchback,1.3L,Mercedes-Benz,2.0
IONIQ,19300,1.6L Premium h-GDi,20315,Automatic,White,5 door Hatchback,1.6L,Hyundai,3.0
3008,19300,1.2L GT Line PureTech,22802,Manual,Other,5 door SUV,1.2L,Peugeot,3.0
F-PACE,19300,2L Prestige d,57759,Manual,Red,5 door SUV,2L,Jaguar,6.0
B Class,19300,1.3L Sport B180,25723,Automatic,Silver,5 door MPV,1.3L,Mercedes-Benz,3.0
Ceed,19300,1.6L GT T-GDi,15545,Manual,Black,5 door Hatchback,1.6L,Kia,3.0
A5,19300,2L Sport TFSI,45668,Automatic,Black,5 door Hatchback,2L,Audi,4.0
C Class,19300,2.1L AMG Line C220d,47775,Automatic,Black,4 door Saloon,2.1L,Mercedes-Benz,5.0
Golf,19300,2L GTI TSI,45332,Manual,Black,5 door Hatchback,2L,Volkswagen,4.0
Niro,19300,1.6L 2 h GDi,12306,Automatic,Red,5 door SUV,1.6L,Kia,4.0
X1,19300,2L xLine 20i,46476,Automatic,White,5 door SUV,2L,BMW,4.0
1 Series,19300,1.5L M Sport Shadow Edition 118i,20433,Automatic,White,5 door Hatchback,1.5L,BMW,3.0
TT,19250,1.8L S line TFSI,40141,Manual,Black,3 door Coupe,1.8L,Audi,4.0
Sportage,19250,1.6L GT-Line CRDi,20320,Manual,Blue,5 door SUV,1.6L,Kia,3.0
A3,19250,1.5L SE Technik CoD TFSI,16481,Automatic,Black,5 door Hatchback,1.5L,Audi,3.0
Sportage,19250,1.6L 4 CRDi,30267,Manual,Red,5 door SUV,1.6L,Kia,3.0
XE,19250,2L R-Sport d,19678,Automatic,Red,4 door Saloon,2L,Jaguar,5.0
Niro,19250,1.6L 2 h GDi,27345,Automatic,White,5 door SUV,1.6L,Kia,3.0
Focus,19250,1.5L Vignale EcoBlue,19347,Automatic,White,5 door Hatchback,1.5L,Ford,3.0
5 Series,19250,2L SE 520i,59075,Automatic,Blue,4 door Saloon,2L,BMW,3.0
GLA Class,19250,2.1L Sport GLA200d,46909,Automatic,Silver,5 door SUV,2.1L,Mercedes-Benz,5.0
Octavia,19250,1.6L SE Drive TDI,12677,Manual,Grey,5 door Estate,1.6L,Skoda,2.0
C Class,19250,2.1L AMG Line C220d,48419,Automatic,Silver,5 door Estate,2.1L,Mercedes-Benz,4.0
Niro,19250,1.6L 3 GDi,60652,Automatic,Grey,5 door SUV,1.6L,Kia,3.0
Sportage,19250,1.6L 2 CRDi,14573,Automatic,Red,5 door SUV,1.6L,Kia,3.0
Tiguan,19250,1.4L SE TSI,3862,Manual,Red,5 door SUV,1.4L,Volkswagen,4.0
1 Series,19250,1.5L M Sport Shadow Edition 118i,8079,Manual,White,5 door Hatchback,1.5L,BMW,3.0
Range Rover Evoque,19250,2.2L Dynamic SD4,26924,Manual,Grey,5 door SUV,2.2L,Land Rover,7.0
CX-5,19250,2L Sport Nav+ SKYACTIV-G,22218,Manual,White,5 door SUV,2L,Mazda,3.0
XCeed,19250,1.4L 3 T-GDi,10489,Automatic,Black,5 door SUV,1.4L,Kia,2.0
Jazz,19250,1.5L SE h i-MMD,2850,Automatic,Black,5 door Hatchback,1.5L,Honda,1.0
3008,19200,1.5L GT Line Premium BlueHDi,42573,Manual,Red,5 door SUV,1.5L,Peugeot,3.0
A3,19200,1.5L S line CoD TFSI,20902,Manual,Grey,5 door Hatchback,1.5L,Audi,4.0
Qashqai,19200,1.3L Tekna DIG-T,9535,Manual,Grey,5 door SUV,1.3L,Nissan,3.0
Sportage,19200,1.6L GT-Line CRDi,18460,Manual,Blue,5 door SUV,1.6L,Kia,3.0
508,19200,1.6L GT Line PureTech,28781,Automatic,Blue,5 door Hatchback,1.6L,Peugeot,3.0
Golf,19200,2L GTD TDI,50363,Automatic,Grey,5 door Hatchback,2L,Volkswagen,5.0
Galaxy,19200,2L Titanium X TDCi,43141,Manual,Green,5 door MPV,2L,Ford,5.0
1 Series,19200,1.5L M Sport Shadow Edition 118i,40576,Automatic,White,5 door Hatchback,1.5L,BMW,3.0
IONIQ,19200,1.6L Premium SE h-GDi,19497,Automatic,Black,5 door Hatchback,1.6L,Hyundai,4.0
E Class,19200,2L AMG Line E220d,57155,Automatic,Blue,4 door Saloon,1.9L,Mercedes-Benz,6.0
Focus,19200,1L ST-Line X EcoBoost T,15374,Manual,Blue,5 door Hatchback,1L,Ford,2.0
A Class,19200,1.3L AMG Line A180,30094,Manual,White,5 door Hatchback,1.3L,Mercedes-Benz,3.0
Edge,19200,2L Titanium TDCi,34661,Automatic,Silver,5 door SUV,2L,Ford,5.0
XE,19200,2L R-Sport d,23603,Automatic,White,4 door Saloon,2L,Jaguar,4.0
Juke,19200,1L Tekna+ DIG-T,13851,Manual,Grey,5 door SUV,1L,Nissan,2.0
Sportage,19200,1.6L 2 MHEV CRDi,10030,Manual,Red,5 door SUV,1.6L,Kia,1.0
CX-5,19200,2L Sport Nav+ SKYACTIV-G,22744,Manual,White,5 door SUV,2L,Mazda,3.0
C-HR,19200,1.8L Excel VVT-h,46210,Automatic,Other,5 door SUV,1.8L,Toyota,3.0
B Class,19200,2.1L AMG Line B200d,5198,Automatic,White,5 door MPV,2.1L,Mercedes-Benz,4.0
A Class,19200,1.3L AMG Line A200,41657,Automatic,Black,5 door Hatchback,1.3L,Mercedes-Benz,4.0
Stonic,19200,1L Connect T-GDi MHEV,5048,Automatic,Grey,5 door SUV,1L,Kia,1.0
Niro,19150,1.6L 2 h GDi,22686,Automatic,Grey,5 door SUV,1.6L,Kia,4.0
A Class,19150,1.5L AMG Line A180d,17820,Automatic,Blue,5 door Hatchback,1.5L,Mercedes-Benz,4.0
Cherokee,19150,2.2L Overland MultiJetII,41970,Automatic,Black,5 door SUV,2.2L,Jeep,4.0
XCeed,19150,1.4L 3 T-GDi,10251,Manual,Other,5 door SUV,1.4L,Kia,2.0
Puma,19150,1L Titanium EcoBoost MHEV T,23009,Manual,Black,5 door SUV,1L,Ford,1.0
ProCeed,19150,1.6L GT T-GDi,42548,Automatic,Blue,5 door Estate,1.6L,Kia,3.0
Tiguan,19150,2L SEL BlueMotion Tech TDI,56221,Automatic,Black,5 door SUV,2L,Volkswagen,5.0
A Class,19150,1.3L AMG Line A180,24196,Manual,Black,5 door Hatchback,1.3L,Mercedes-Benz,4.0
TT,19150,1.8L S line TFSI,24243,Manual,Blue,3 door Coupe,1.8L,Audi,5.0
Prius,19150,1.8L Excel VVT-h,73863,Automatic,Blue,5 door Hatchback,1.8L,Toyota,4.0
TT,19150,2L S line ultra TDI,24754,Manual,Grey,3 door Coupe,2L,Audi,5.0
X-Trail,19150,2L Tekna dCi,36406,Manual,Black,5 door SUV,2L,Nissan,4.0
Discovery Sport,19150,2L SE TD4,40207,Automatic,Grey,5 door SUV,2L,Land Rover,7.0
Q2,19150,1L Sport TFSI,13119,Manual,Black,5 door SUV,1L,Audi,3.0
A3,19150,1L S line TFSI,17111,Manual,Black,5 door Hatchback,1L,Audi,3.0
Qashqai,19150,1.3L Acenta Premium DIG-T,21690,Automatic,Silver,5 door SUV,1.3L,Nissan,1.0
